song_rank,release_year,song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
89,2015,1lnhqGHVTUYdu9DlxaGUve,251640,3,1,4,0.011300,0.683,0.92800,0.0030900,0.1700,-4.555,0.0311,0.8580,110.428
90,2015,69uxyAqqPIsUyTO8txoP2M,263787,7,1,4,0.002050,0.638,0.92400,0.0001730,0.1490,-3.887,0.0359,0.5290,111.995
91,2015,4h0zU3O9R5xzuTmNO7dNDU,275280,7,1,4,0.965000,0.710,0.05650,0.0000000,0.0889,-15.099,0.0534,0.3480,123.994
92,2015,1CKjRbTNbSEK07ZBJRWMcD,188267,2,1,4,0.004720,0.498,0.80600,0.0000000,0.1270,-5.297,0.0394,0.6770,151.781
93,2015,6iF9RZgObLsl3rSNbc9F32,328107,2,0,4,0.046100,0.480,0.79700,0.0004630,0.8930,-9.798,0.1190,0.3600,112.697
94,2015,6I48sx9Ei4iXqCeanY5InV,239135,5,1,4,0.037600,0.700,0.72500,0.0012400,0.3460,-8.788,0.0573,0.8610,96.098
94,2015,75xkwSmC5Gxqijtr2Mp18j,216249,7,0,4,0.091500,0.720,0.57700,0.0000000,0.1360,-8.578,0.0285,0.7680,109.967
96,2015,2NELtMgQ8HSdrGrYQPLnC3,257747,1,1,4,0.000953,0.590,0.80800,0.0000015,0.0918,-6.728,0.0408,0.6010,106.029
97,2015,6dlpABcXrQKRU9G00i6Zba,201253,9,0,4,0.042400,0.647,0.64600,0.0000000,0.0888,-5.483,0.2430,0.7210,92.981
97,2015,2MCcCenM6FwnrQTCXHPXPa,275200,10,1,4,0.766000,0.610,0.22600,0.0000027,0.1070,-14.077,0.0436,0.5070,139.889
99,2015,5ffeySAcaiBTH6SJbwUGe7,495827,2,0,4,0.048900,0.753,0.91300,0.2280000,0.0419,-5.882,0.0294,0.9680,132.008
100,2015,0ct0vSOkP0IZnbPGiDltCR,192707,1,1,4,0.367000,0.545,0.65900,0.0011100,0.4150,-8.180,0.0394,0.5990,108.040
1,2016,0KKkJNfGyhkQ5aFogxQAPU,206693,1,1,4,0.013000,0.853,0.56000,0.0000000,0.0944,-4.961,0.0406,0.8600,134.066
2,2016,5uCax9HTNlzGybIStD3vDh,211467,10,1,4,0.695000,0.358,0.55700,0.0000000,0.0902,-7.398,0.0590,0.4940,85.043
3,2016,6b8Be6ljOzmkOmFslEb23P,225983,1,1,4,0.034000,0.818,0.80300,0.0000000,0.1530,-4.282,0.0797,0.6320,106.970
4,2016,76hfruVvmfQbw0eYn1nmeC,219147,4,0,4,0.156000,0.774,0.76500,0.0000000,0.0373,-5.439,0.0502,0.9170,119.001
5,2016,4pAl7FkDMNBsjykPXo91B3,191600,7,0,4,0.094700,0.699,0.32500,0.0000000,0.0860,-8.112,0.2280,0.2730,110.786
6,2016,6i0V12jOa3mr6uu4WYhUBr,195920,4,0,4,0.084100,0.732,0.39600,0.0000358,0.1050,-9.348,0.0286,0.5480,90.024
7,2016,5YEOzOojehCqxGQCcQiyR4,246761,10,0,4,0.023100,0.576,0.77700,0.0000000,0.3660,-5.035,0.4580,0.2590,145.200
8,2016,42ydLwx4i5V49RXHOozJZq,230227,0,1,4,0.028500,0.573,0.73900,0.0000000,0.1110,-5.740,0.1290,0.4510,97.085
9,2016,0wXuerDYiBnERgIpbb3JBR,326933,1,1,4,0.167000,0.743,0.34700,0.0095100,0.1030,-11.174,0.1210,0.5720,160.143
10,2016,7zzoxJbgjme3366mOp5UnH,280800,10,1,4,0.618000,0.636,0.31900,0.0000017,0.1250,-10.065,0.0718,0.3780,74.109
11,2016,0wwPcA6wtMf6HUMpIRdeP7,267067,2,1,4,0.003020,0.903,0.62100,0.0001860,0.0504,-8.132,0.0578,0.5530,134.969
12,2016,5kqIPrATaCc2LqxVWzQGbk,237300,10,1,4,0.287000,0.765,0.47300,0.0000000,0.3910,-5.829,0.0514,0.3400,119.992
13,2016,1lKS7SZQ7r5vOChLwJurmm,293667,1,1,4,0.176000,0.662,0.80800,0.0000000,0.1690,-4.749,0.2710,0.9090,87.644
14,2016,664gdARxaClFsoF5SXKOws,199453,0,1,4,0.078500,0.376,0.82100,0.0000000,0.0823,-3.974,0.1040,0.3310,120.462
15,2016,37f4ITSlgPX81ad2EvmVQr,204013,7,1,4,0.054900,0.564,0.71400,0.0000000,0.1550,-4.987,0.1290,0.3300,175.924
16,2016,5oO3drDxtziYU2H1X23ZIp,224000,4,0,3,0.077700,0.503,0.63200,0.0000130,0.0758,-4.854,0.0492,0.3690,171.920
17,2016,4sPmO7WMQUAf45kwMOtONw,295493,5,0,4,0.336000,0.481,0.45100,0.0000000,0.0872,-6.095,0.0347,0.2890,157.966
18,2016,6OfAaE2skMyNtZtzhlpA5q,224387,4,0,4,0.452000,0.380,0.38600,0.0000074,0.1250,-8.920,0.0267,0.2580,80.102
19,2016,75ZvA4QfFiZvzhj2xkaWAh,223347,8,0,4,0.068900,0.556,0.53800,0.0000000,0.1960,-5.408,0.0382,0.2910,143.950
20,2016,4BHzQ9C00ceJxfG16AlNWb,223080,6,0,4,0.041500,0.690,0.52400,0.0000032,0.1700,-8.390,0.1030,0.5620,164.023
21,2016,0PDUDa38GO8lMxLCRc4lL1,202747,11,1,4,0.117000,0.584,0.70000,0.0000000,0.0939,-4.275,0.0456,0.4380,124.944
22,2016,35SAXfWgRdmsiCxJBFgXgg,244720,7,1,4,0.937000,0.315,0.33800,0.0000267,0.2390,-10.912,0.0388,0.0633,65.370
23,2016,6apPqjW8ezpKEicAkkBlvO,250053,8,1,4,0.680000,0.611,0.52400,0.0000000,0.0753,-8.256,0.0350,0.7300,203.787
24,2016,6eT7xZZlB2mwyzJ2sUKG6w,256533,7,1,4,0.233000,0.675,0.56200,0.0000000,0.0816,-7.678,0.0352,0.3090,130.098
25,2016,3TjlMH27nWbY3veJ8fHdaD,244320,5,1,4,0.170000,0.791,0.69300,0.0000326,0.0889,-6.113,0.0264,0.9560,113.806
26,2016,6yIdwnpDHufLWgQcveTPMk,245200,0,1,4,0.063100,0.735,0.45100,0.0000130,0.3250,-8.374,0.0585,0.0862,117.973
27,2016,3O8NlPh2LByMU9lSRSHedm,245227,10,0,4,0.087300,0.545,0.47800,0.0000000,0.1140,-11.066,0.2870,0.3170,92.326
28,2016,121DwVd9wx2fA2QIqKOeoY,213893,0,1,4,0.536000,0.554,0.37800,0.0000090,0.0676,-10.911,0.0277,0.7080,71.536
29,2016,2s6NUf9GkCeUtYbHdgMcVk,196613,1,1,4,0.192000,0.946,0.84200,0.0000119,0.0543,-8.082,0.0375,0.9710,108.907
30,2016,6iE65dhhJLqHWhB5g6eZ0z,229333,7,0,4,0.321000,0.899,0.53100,0.9100000,0.0563,-10.481,0.0954,0.4330,106.936
31,2016,37R0bQOQj5a7DOqh1TGzvB,194453,1,1,4,0.403000,0.667,0.61300,0.0000000,0.1150,-5.353,0.0344,0.4700,91.024
32,2016,0FCsjEXsqWjerWWwUutCsy,211227,5,1,4,0.226000,0.673,0.66300,0.0000000,0.1210,-7.021,0.0397,0.7250,98.618
33,2016,3GXo1eWlT2flv4x01l5OTu,213840,10,1,4,0.000362,0.676,0.70400,0.0709000,0.1390,-8.534,0.0329,0.8120,129.594
34,2016,7uEhDh2dp3ka84LHWR15H4,248147,4,1,4,0.409000,0.754,0.82800,0.0000000,0.2410,-4.447,0.0487,0.9250,122.030
35,2016,6ZSO7kPn8IMJFymyticbJO,225882,8,1,5,0.615000,0.600,0.41200,0.0025000,0.1340,-9.343,0.3440,0.4080,113.049
36,2016,7l94dyN2hX9c6wWcZQuOGJ,235947,4,0,3,0.052900,0.662,0.60200,0.0000000,0.3560,-5.369,0.0401,0.2900,133.969
37,2016,6gBFPUFcJLzWGx4lenP6h2,243837,7,1,4,0.084700,0.841,0.72800,0.0000000,0.1490,-3.370,0.0484,0.4300,130.049
38,2016,0BCy325UZyR9z0t0uxwn2N,194187,7,0,4,0.385000,0.525,0.68500,0.0000000,0.0731,-3.954,0.0351,0.5400,78.003
39,2016,0HTsYQlYy6Pdh7TR7uAwcU,337888,8,1,4,0.726000,0.441,0.35600,0.0000000,0.9160,-16.248,0.1950,0.5040,112.272
40,2016,0wdKiSBUT7aZkXUIdJWcwC,240000,7,0,4,0.157000,0.895,0.68100,0.0000000,0.1890,-5.267,0.3580,0.5540,121.918
41,2016,6I6NX6tjGsxFAsIfGzY9lJ,264747,9,1,4,0.361000,0.653,0.40900,0.0001200,0.1890,-11.446,0.4210,0.1870,174.324
42,2016,233yvbASHxONnhQxIeppOj,189583,0,1,4,0.047500,0.882,0.56200,0.3740000,0.0338,-7.670,0.0368,0.9260,129.990
43,2016,2meEiZKWkiN28gITzFwQo5,244453,9,1,4,0.016200,0.623,0.73400,0.0000019,0.1450,-5.950,0.1070,0.3720,107.853
44,2016,0lnIJmgcUpEpe4AZACjayW,232560,2,1,4,0.001750,0.775,0.59800,0.0000044,0.2530,-7.274,0.0535,0.3560,129.988
45,2016,5xcWBz59gk9Q2N7vP1bcgm,322601,0,1,4,0.028100,0.724,0.15700,0.8370000,0.1100,-20.766,0.0321,0.3330,114.933
46,2016,3cAIHYEsZOav8rL5kABiLT,355187,0,1,4,0.154000,0.755,0.46000,0.1160000,0.1080,-10.503,0.0338,0.8300,124.964
47,2016,4VyU9Tg4drTj2mOUZHSK2u,262440,0,1,4,0.076100,0.808,0.48500,0.0041400,0.0477,-8.829,0.0560,0.7140,122.659
48,2016,27PmvZoffODNFW2p7ehZTQ,198237,8,1,4,0.023500,0.464,0.77100,0.0000000,0.0630,-4.503,0.3360,0.6900,158.777
49,2016,2Gyc6e2cLxA5hoX1NOvYnU,237787,11,0,4,0.086200,0.546,0.52900,0.0000065,0.1240,-10.511,0.0583,0.2470,107.331
50,2016,0holuaCbiF0rV8TxKcuota,281173,7,1,4,0.537000,0.685,0.52400,0.0000398,0.0787,-10.082,0.0310,0.3050,95.047
51,2016,4c6GqzS4RxxAfdHurHdNPl,239614,10,1,4,0.003130,0.607,0.68400,0.1180000,0.1070,-15.682,0.0398,0.8300,121.275
52,2016,6mapJIPnQ23RTAevUoE0DL,208120,8,1,4,0.200000,0.681,0.31400,0.0000098,0.1000,-9.319,0.0581,0.1660,139.992
53,2016,7IWkJwX9C0J7tHurTD7ViL,290907,3,1,4,0.348000,0.381,0.59400,0.0000000,0.0925,-5.970,0.0486,0.2730,143.860
54,2016,6qQjj4WtOSLCWOajGfEAX7,356839,3,0,4,0.023100,0.589,0.59700,0.0796000,0.0731,-8.565,0.0716,0.2320,134.863
55,2016,1CnPYaKxTVb4LWOtiGOm0m,217603,0,1,4,0.058400,0.617,0.56700,0.0000000,0.0933,-4.188,0.0828,0.5050,90.246
56,2016,4F7A0DXBrmUAkp32uenhZt,249213,1,1,4,0.188000,0.572,0.63100,0.0000231,0.2590,-8.389,0.1040,0.2190,77.519
57,2016,6QzJcnl5cvlDHVrx9mhE99,192376,11,0,4,0.225000,0.885,0.80100,0.0000017,0.0733,-4.716,0.0882,0.4660,95.011
58,2016,4KW1lqgSr8TKrvBII0Brf8,135920,7,1,4,0.142000,0.714,0.56600,0.0000013,0.5700,-4.408,0.0560,0.4490,113.074
59,2016,0cmNWS4LB4pVPsed3XA0NC,211400,5,1,4,0.595000,0.654,0.29300,0.0066900,0.1230,-11.927,0.0530,0.3750,84.877
60,2016,23gmmiGpMHkxWc0XI1ika5,283627,5,1,4,0.019900,0.323,0.53300,0.0001020,0.1240,-8.646,0.0379,0.4610,171.475
60,2016,405cG3FGJJdIZ74hPgFOLu,249600,6,1,4,0.009370,0.683,0.63300,0.0000000,0.1870,-7.315,0.0277,0.6100,105.989
62,2016,16Ah4QqH4mgYVXqfC4mdSd,228640,11,0,4,0.010800,0.539,0.52800,0.0000000,0.1170,-8.113,0.2520,0.2520,190.169
63,2016,23L5CiUhw2jV1OIMwthR3S,195707,4,0,4,0.109000,0.501,0.51900,0.0000000,0.4540,-5.880,0.0409,0.1680,133.990
64,2016,2CxmktXqJwP9KZv6WJtZCm,230600,7,1,3,0.617000,0.690,0.41600,0.0000014,0.1020,-7.865,0.0335,0.4790,82.450
65,2016,3biofZjKYOw75cPE2oTSFo,262227,1,0,4,0.142000,0.752,0.64600,0.0043000,0.1050,-10.763,0.0469,0.9290,123.302
66,2016,1oPKnJv14YIAbEw4Xw1sAN,259162,11,1,4,0.171000,0.765,0.61300,0.0000219,0.1630,-7.935,0.0319,0.9370,93.811
67,2016,0D21XvHcVsIvJM6FcGY2BT,234526,7,1,4,0.533000,0.640,0.81900,0.0000000,0.1560,-4.108,0.4550,0.6230,166.012
68,2016,0S7wlD6Y0p7b7UDPSs10yy,468120,5,0,4,0.731000,0.514,0.46200,0.0000166,0.9870,-10.620,0.0413,0.3300,87.069
69,2016,4vb4mFvYsr2h6enhjJsq9Y,240427,5,0,4,0.018900,0.596,0.83800,0.0000154,0.1080,-6.520,0.0704,0.4720,94.982
70,2016,7A1YIYMrprZIPKoUptyYQd,297453,2,1,4,0.409000,0.599,0.47200,0.0000000,0.1010,-9.401,0.0268,0.2530,127.960
71,2016,7dZ1Odmx9jWIweQSatnRqo,205280,0,1,4,0.437000,0.665,0.42400,0.0000000,0.1070,-7.838,0.0444,0.1340,129.911
72,2016,0Mlm5SrNK34Jqn8Rk1Gs3g,202221,2,1,4,0.141000,0.657,0.73900,0.0000000,0.1780,-4.081,0.2740,0.5430,181.994
73,2016,5RCiK2ao48RF4fZ8Gz0xRW,311453,10,1,4,0.534000,0.755,0.41300,0.2070000,0.0802,-14.698,0.0565,0.6040,88.032
74,2016,2AKg3zhbkuVTd0LPOVNYSr,218947,1,0,3,0.249000,0.633,0.97600,0.0000000,0.3390,-3.475,0.0780,0.6280,139.950
75,2016,3NJG6vMH1ZsectZkocMEm0,239853,6,1,4,0.174000,0.602,0.72500,0.0000000,0.0786,-3.054,0.0393,0.3040,122.803
76,2016,6nxQdXa1uAL0rY72wPZu89,210293,8,1,4,0.591000,0.488,0.76200,0.0000000,0.0763,-3.842,0.0865,0.7090,123.889
77,2016,0x9SkmNcsx1I4CZ9ZMssjP,235307,9,1,4,0.024500,0.940,0.60000,0.0000000,0.1150,-8.302,0.1130,0.7640,99.024
78,2016,4dfhxbDcOA2Ef1RA9HQcnO,141800,7,1,4,0.311000,0.527,0.49000,0.0000000,0.1660,-14.926,0.0700,0.8140,131.940
79,2016,227apUPB0GgfiDjA1fKQKv,232933,10,1,4,0.022100,0.735,0.42600,0.6160000,0.1080,-16.337,0.0795,0.6270,112.009
80,2016,2qe9js34lmBLc5NvfiRnZl,211418,10,0,4,0.013200,0.785,0.78000,0.1900000,0.1120,-9.789,0.0501,0.9290,133.989
81,2016,3UDAf6OsdjkxWXXzTXfrlC,221413,2,1,4,0.097000,0.679,0.77300,0.0000000,0.1540,-6.720,0.0266,0.8950,134.255
82,2016,2ZRJRe82aZaVhOKKlbJr4v,202451,1,1,4,0.003540,0.594,0.46000,0.0000271,0.1470,-7.607,0.3820,0.0541,146.274
83,2016,7kg7yWXkgN0qjyahaCiIs3,209783,11,0,3,0.424000,0.340,0.34400,0.0000030,0.0664,-9.093,0.0294,0.3140,206.414
84,2016,10I3CmmwT0BkOVhduDy53o,232093,0,1,4,0.004270,0.762,0.66600,0.0000000,0.1270,-6.055,0.0916,0.2780,118.970
85,2016,0ZQfn5nh2TnVE6Q0AT8eXr,197773,0,0,5,0.677000,0.681,0.35800,0.0041100,0.1240,-14.701,0.1380,0.0682,113.402
86,2016,1N7qGCKRRnvjoy8MGyHgpS,220413,1,0,4,0.356000,0.613,0.66700,0.0000129,0.1110,-6.874,0.0290,0.4810,130.023
87,2016,6mb6lVLNrcUgLnEN8QnDJd,163387,4,1,4,0.603000,0.576,0.31900,0.0000000,0.1730,-10.934,0.0518,0.0921,83.632
88,2016,3bhgNgvkuYUpvT3Aa8nobd,309760,0,1,4,0.614000,0.749,0.24600,0.0001380,0.0967,-12.847,0.0383,0.3080,132.153
89,2016,37F0uwRSrdzkBiuj0D5UHI,218880,8,1,4,0.142000,0.705,0.50500,0.0000000,0.1640,-6.923,0.1920,0.3910,160.043
90,2016,0rzNMzZsubFcXSEh7dnem7,221093,0,1,4,0.745000,0.524,0.39700,0.0000000,0.5210,-11.936,0.4050,0.5520,80.744
91,2016,6vVgOdyL2TD9jMqXB296Io,193773,7,1,5,0.282000,0.436,0.50000,0.0022300,0.1170,-10.408,0.0645,0.2090,154.085
92,2016,3dNhdwu8RcaVdrDZ1cAtzx,218560,0,1,4,0.351000,0.457,0.63600,0.0000070,0.1110,-3.410,0.0262,0.2380,144.686
93,2016,4yZ9HzhRtTMyUBLxckVjRb,188103,11,1,4,0.123000,0.602,0.73000,0.0000000,0.2630,-10.102,0.0874,0.7740,131.458
94,2016,5aPGxR67OwJmu1eEsErW5e,194507,6,0,4,0.048900,0.567,0.83900,0.0000000,0.1030,-4.048,0.0698,0.9030,160.062
95,2016,1ZVgydICDwNpd9OMVbaAU0,261715,7,1,4,0.010200,0.701,0.78300,0.0009340,0.6690,-8.653,0.0665,0.8150,108.116
96,2016,2ANLarE8yHVsLWW21nj79M,163944,0,1,4,0.069000,0.843,0.35900,0.0000000,0.1200,-7.417,0.4610,0.1560,81.987
97,2016,1qWljl853zJohNzdVFayRD,224107,9,0,4,0.030100,0.777,0.80200,0.0000766,0.0790,-6.849,0.0289,0.7750,106.232
98,2016,70XMcMlGLAqBvUYasljffA,130667,2,1,4,0.545000,0.717,0.77000,0.0000000,0.1000,-7.263,0.0808,0.8420,124.605
99,2016,3kSXn1osC89W8JcPLozTzs,219000,9,1,4,0.146000,0.506,0.89700,0.0004510,0.0868,-4.632,0.2600,0.5250,188.030
100,2016,63thx7OANplv4I4BQsanHk,190173,7,1,4,0.059200,0.489,0.64100,0.0000000,0.0857,-4.455,0.0282,0.3030,136.095
1,2017,7qiZfU4dY1lWllzX7mPBI3,233713,1,0,4,0.581000,0.825,0.65200,0.0000000,0.0931,-3.183,0.0802,0.9310,95.977
2,2017,0tgVpDi06FyKpA1z0VMD4v,263400,8,1,3,0.163000,0.599,0.44800,0.0000000,0.1060,-6.312,0.0232,0.1680,95.050
3,2017,1Lm8SfYEBmj1J8GdNUaGEI,203400,5,1,4,0.860000,0.774,0.17200,0.3010000,0.1000,-15.913,0.0924,0.6750,113.075
4,2017,3lFf4DnT68QjQGB3iq1BJ9,163553,10,1,4,0.161000,0.671,0.66800,0.0000000,0.2190,-7.086,0.0851,0.4870,153.953
5,2017,0pqnGHJpmpxLKifKRmU6WP,204347,10,0,4,0.062200,0.776,0.78000,0.0000000,0.0810,-4.374,0.1280,0.6660,124.949
6,2017,1zB4vmk8tFRmM9UULNzbLB,187147,0,1,4,0.006710,0.605,0.82200,0.1340000,0.1470,-4.833,0.0438,0.2880,167.997
7,2017,2ekn2ttSfGqwhhate0LSR0,209320,9,0,4,0.002610,0.762,0.70000,0.0000156,0.1530,-6.021,0.0694,0.6080,116.073
8,2017,6QgjcU0zLnzq5OrUoSZ3OK,163253,1,0,4,0.041700,0.801,0.79500,0.0001130,0.0717,-5.115,0.0504,0.7540,79.028
9,2017,7mldq42yDuxiUNn08nvzHO,165387,5,1,4,0.463000,0.731,0.46900,0.0000010,0.1030,-7.226,0.0326,0.6310,98.963
10,2017,1dNIEtp7AY3oDAKCGg2XkH,247627,11,0,4,0.030600,0.607,0.64900,0.0000246,0.1740,-6.695,0.0362,0.5050,102.996
11,2017,5fwCxKVai3LszSWFZ9AyA8,219813,8,1,4,0.044100,0.615,0.77600,0.0000336,0.0828,-5.481,0.0358,0.6260,137.110
12,2017,7KXjTSCq5nL1LoYtL7XAwS,177000,1,0,4,0.000282,0.908,0.62100,0.0000539,0.0958,-6.638,0.1020,0.4210,150.011
13,2017,3QGsuHI8jO1Rx4JWLUh9jd,187973,10,0,4,0.106000,0.444,0.81900,0.0000000,0.1070,-4.078,0.3410,0.7470,82.695
14,2017,152lZdxL1OR0ZMW6KquMif,219080,1,0,4,0.330000,0.736,0.44900,0.0001620,0.0898,-11.462,0.4250,0.3260,80.126
15,2017,5GorCbAP4aL0EJ16frG2hd,262333,8,1,4,0.005520,0.496,0.68200,0.0000294,0.0589,-4.095,0.0294,0.4740,167.060
16,2017,7gvd8xj4QgPqbQSsn5pV7d,203760,11,0,4,0.023700,0.705,0.64000,0.0000000,0.2620,-6.928,0.2250,0.8870,144.077
17,2017,3g2qgbWPl8TcgJIkstWpSV,220395,9,1,3,0.060600,0.813,0.57400,0.0000000,0.4280,-9.401,0.0577,0.5460,124.982
18,2017,7GX5flRQZVHRAGd6B4TmDO,182707,11,0,4,0.002640,0.732,0.75000,0.0000000,0.1090,-6.366,0.2310,0.4010,155.096
19,2017,6PCUP3dWmTjcTtXY02oFdT,261154,2,1,4,0.023200,0.461,0.83400,0.0000114,0.1400,-4.868,0.0989,0.4710,135.007
20,2017,0At2qAoaVjIwWNAqrscXli,256064,10,0,4,0.086200,0.561,0.77900,0.0000000,0.0780,-5.107,0.0531,0.2350,81.965
21,2017,3cm040EWro2UVWOxLr4G90,224279,8,1,4,0.037200,0.800,0.31800,0.5810000,0.0846,-12.032,0.1480,0.2380,140.182
22,2017,7JJmb5XwzOO8jgpou264Ml,199440,11,0,4,0.380000,0.866,0.81300,0.0000000,0.0779,-4.063,0.0554,0.9690,121.998
23,2017,0VgkVdmE4gld66l8iyGjgx,204600,2,1,4,0.010200,0.833,0.43400,0.0219000,0.1650,-8.795,0.4310,0.2810,150.062
24,2017,7y9iMe8SOB6z3NoHE2OfXl,181279,0,1,4,0.060400,0.675,0.75100,0.0000000,0.0893,-3.539,0.0296,0.6120,118.384
25,2017,5Z3GHaZ6ec9bsiI5BenrbY,202547,1,1,4,0.199000,0.798,0.53900,0.0000166,0.1650,-6.351,0.0421,0.3940,136.949
26,2017,6NFyWDv5CjfwuzoCkw47Xf,232253,9,0,4,0.216000,0.750,0.40400,0.0003570,0.0911,-10.178,0.0682,0.0499,95.045
27,2017,1wjzFQodRWrPcQ0AnYnvQ9,197437,9,1,4,0.535000,0.752,0.50500,0.0000026,0.1040,-7.621,0.2530,0.4190,91.970
28,2017,2SIN7qUVEY1vCuuxp76VQ9,309847,6,0,4,0.000505,0.909,0.44800,0.0000078,0.0558,-9.021,0.1470,0.8780,130.094
29,2017,2fQrGHiQOvpL9UgPvtYy6G,220307,8,0,4,0.015100,0.884,0.34600,0.0000070,0.0871,-8.228,0.3510,0.3760,75.016
30,2017,2cOUlop2ZakjOKe4WinesN,188174,0,1,4,0.013900,0.726,0.43100,0.0000000,0.0540,-6.666,0.0554,0.8600,85.889
31,2017,4VgEM12OeaN3GyBV487Me7,232680,8,1,4,0.000143,0.552,0.89000,0.0000000,0.8880,-3.409,0.0342,0.7160,146.525
32,2017,5rAGj5YXP0dPxX33nJ39CH,199200,11,0,4,0.048300,0.502,0.32400,0.9220000,0.2270,-11.485,0.0319,0.3400,171.968
33,2017,2llCbBRLb3L2OWXsXAafxT,156098,2,1,4,0.821000,0.818,0.26500,0.8990000,0.0959,-14.780,0.0508,0.9320,122.989
34,2017,79Ot5mE1cG9Ge4YQKAJT1d,209373,1,1,4,0.282000,0.907,0.85900,0.0000000,0.0676,-3.969,0.2800,0.8530,116.925
35,2017,0xG0SHshCStMEyNbNC5d4k,176320,8,1,4,0.390000,0.686,0.41500,0.0000000,0.0617,-6.855,0.0752,0.4460,114.205
36,2017,0SGkqnVQo9KPytSri1H6cF,222360,2,1,4,0.105000,0.770,0.56700,0.0000000,0.1250,-5.698,0.1750,0.2600,81.477
37,2017,0iElCFmbU4NatTWjqsct7X,241840,1,0,4,0.098600,0.888,0.57700,0.0000000,0.1310,-7.702,0.0612,0.6090,84.003
38,2017,0AS63m1wHv9n4VVRizK6Hc,208733,11,0,4,0.125000,0.555,0.66200,0.0000000,0.1110,-4.952,0.0827,0.3560,148.128
39,2017,1mXVgsBdtIVeCLJnSnmtdV,201000,5,1,4,0.652000,0.698,0.37500,0.0000000,0.1730,-8.279,0.0491,0.5340,91.920
40,2017,3Xom2URE7yUucZfmFhWe3I,220893,7,1,4,0.549000,0.714,0.19000,0.4700000,0.2130,-17.346,0.1070,0.6620,152.059
41,2017,343YBumqHu19cGoGARUTsd,210937,9,0,4,0.108000,0.927,0.48800,0.0000000,0.1960,-9.433,0.4200,0.6050,133.987
42,2017,5GRMCffONOMBPgkH2LKpzW,261016,7,0,4,0.004910,0.882,0.60100,0.8440000,0.0749,-7.456,0.0652,0.8880,117.013
43,2017,4pu6lPTEoBRw8mnul2XF5C,183489,7,1,4,0.866000,0.548,0.15100,0.2300000,0.1390,-14.268,0.0400,0.2880,139.021
44,2017,5hTpBe8h35rJ67eAWHQsJx,209640,5,0,4,0.170000,0.941,0.33500,0.0000000,0.2620,-10.179,0.5050,0.7070,120.041
45,2017,61gnKQj1YZm79YZ5OausHT,232411,0,1,4,0.962000,0.728,0.09100,0.9640000,0.1100,-22.283,0.0607,0.6760,103.428
46,2017,52okn5MNA47tk87PeZJLEL,212120,5,0,4,0.298000,0.656,0.72100,0.0000000,0.1730,-5.665,0.1220,0.4680,148.066
47,2017,3BtAx1hpw7kYweaAnTCBQL,241200,5,1,4,0.174000,0.697,0.57400,0.0001040,0.0777,-6.715,0.2120,0.4620,87.048
48,2017,6Qn5zhYkTa37e91HC1D7lb,201240,10,0,4,0.036200,0.672,0.65500,0.0000000,0.1170,-5.021,0.0311,0.5560,134.945
49,2017,43ZyHQITOjhciSUUNPVRHc,124056,5,1,4,0.239000,0.936,0.52300,0.0000000,0.1170,-6.710,0.0597,0.6990,119.889
50,2017,7KOlJ92bu51cltsD9KU5I7,242407,10,0,4,0.242000,0.865,0.68700,0.0000000,0.1580,-3.744,0.2170,0.4860,139.023
51,2017,7fs4v7plEu5CIsoOt9lLk8,251503,2,1,4,0.030700,0.857,0.60200,0.0004690,0.0884,-7.011,0.0726,0.8830,101.284
52,2017,1b9pKNP8Z40yhdxdaedb1x,307107,4,0,4,0.302000,0.581,0.88000,0.0000000,0.5650,-7.794,0.0953,0.5050,119.040
53,2017,34zBwp36K4bllpwnXAlkoN,328751,2,1,4,0.204000,0.780,0.33100,0.0000000,0.2430,-14.236,0.0870,0.1000,138.063
54,2017,1DA7FEKgQeyRPtU44L5DOf,226200,10,1,4,0.386000,0.607,0.53600,0.0000000,0.1020,-7.306,0.0305,0.4340,147.986
55,2017,0l0CvurVUrr2w3Jj1hOVFc,213507,1,0,4,0.012500,0.557,0.80100,0.0000017,0.7370,-3.602,0.2180,0.6540,92.135
56,2017,2yLa0QULdQr0qAIvVwN6B5,208187,2,1,4,0.052700,0.613,0.76400,0.0000000,0.1970,-6.509,0.1360,0.4170,160.015
56,2017,6HZILIRieu8S0iqY8kIKhj,185947,1,1,4,0.004540,0.638,0.52300,0.0000000,0.0842,-6.664,0.3570,0.4220,139.913
58,2017,7FdQuxwESyiEzmAAMS4nDZ,356788,7,0,4,0.120000,0.671,0.56200,0.0000000,0.0377,-8.767,0.0406,0.5860,137.215
59,2017,6Ima69MmEL33MaVPmoYOkn,290693,0,1,4,0.326000,0.672,0.78200,0.0000021,0.9220,-8.007,0.0457,0.5430,109.000
60,2017,1JbR9RDP3ogVNEWFgNXAjh,211853,9,0,4,0.204000,0.766,0.70900,0.0000141,0.1260,-6.471,0.1230,0.5060,128.070
61,2017,15vzANxN8G9wWfwAJLLMCg,221520,2,1,4,0.024300,0.646,0.64400,0.0000000,0.0888,-6.763,0.0310,0.2510,99.999
62,2017,5bYue7wnOkqaSvsOKEQALt,262440,0,1,4,0.917000,0.403,0.30500,0.9330000,0.1150,-7.823,0.0305,0.3090,103.247
